CASO_ID,MERCADO_ANALISTA,DESCRIPCION_CIUDADANO,PETICION_CIUDADANO
776573,Reclamo Valores,"Al sumar todas las compras hechas con mi tarjeta Mastercad (incluyendo los intereses y la comisiones), y restar los montos que yo he pagado, obtendo una deuda total inferior a la que me están cobrando, motivo por el cuál he solicitado que realicen un análisis heurístico a los movimientos, el cuál no se realizó y continuan cobrando un saldo excesivo.","Solicito que me cobren el monto correspondiente a mi deuda, me devuelvan el dinero cobrado en exceso y me compensen por el tiempo gastado"
611687,APIA -Reclamo Seguros ,"Estimados,
Se contrato un seguro para un vehiculo usado, esto fue a través de una corredora de seguros en concepción (CSG) al momento de contratar el seguro me indicaron que este contaba desde la inspección incial del vehiculo. Este tramite no fue realizado y cuando paso un mes, les informe vía mail que no debían cobrar ya que no finalizaron el trámite de inspección. El contrato que adjunto aparece que hay un deducible cuando los vehículos no son inspeccionados pero también dice que es para autos nuevos. De todas formas a mi no me queda claro y necesito su ayuda, porque me parece que si tuviera un accidente, ellos pedirían la revisión inicial por tratarse de un vehículo usado. Además, me parece que el contrato no es claro  ya habla solo de vehículos nuevos dejando en vacío el caso de vehículos usados.

Gracias,",Dejar sin efecto la deuda con el banco ya que el contrato no es claro para el caso de autos usados.
736734,APIA -Reclamo Seguros ,"SEGURO AUTOMOTRIZ POLIZA 3101, FUE CONTRATADO CON CONVENIO PAC (PAGO AUTOMATICO CON CARGO A CUENTA CORRIENTE) EL CUAL NO SE REALIZO Y NO FUERON DESCONTADAS LAS 2 PRIMERAS CUOTAS, AL PERCATARME, SOLICITE INDICACIONES A EJECUTIVO DE MESOS, EL CUAL ME INDICA QUE DEBO CANCELAR LAS CUOTAS (2) ADEUDADAS EN LA CUENTA DE LA CORREDORA Y QUE LA POLIZA SE ENCONTRABA VIGENTE. REALICE EL DEPOSITO Y POSTERIOR A ESO QUISE HACER USO DEL SEGURO, A LO CUAL LA CORREDORA ME INDICA QUE LA POLIZA SE ENCUENTRA CANCELADA MUCHO ANTES DE CONTACTARLOS PARA REGULARIZAR LOS PAGOS. TUVE UN SINIESTRO CON DANOS A TERCEROS Y VEHICULO ASEGURADO, SINIESTRO FUE INGRESADO CON FECHA 05/06/2017. CABE SENALAR QUE AL CONTRATAR EL SEGURO, EL EJECUTIVO INDICO QUE EL PAC SE DEMORABA ENTRE 45 A 60 DIAS EN HACERSE EFECTIVO, POR LO CUAL LA CANCELACION DE POLIZA NO SE DEBIO REALIZAR SIN CONTACTARME PREVIAMENTE O SENALARME LA ANOMALIA DEL PAGO.","RESPETAR POLIZA CONTRATADA, YA QUE LA ANULACIÓN FUE ARBITRARIA Y SIN PREVIO AVISO AL ASEGURADO. "
615925,APIA -Reclamo Seguros ,"Mi madre fue atropellada en febrero de este año, producto de lo cual tuvo fracturas múltiples en la cadera y brazo izquierdo. El seguro SOAP de la conductora está en Consorcio Compañía de Seguros. 
Fue operada en la Clinica Dávila, quedando inmovilizada por 3 meses, recién ahora está empezando a caminar con ayuda de andador y muletas. 
La cuenta de la cirugía, hospitalización y otros gastos, fueron presentados el 22/03/2016 en la Isapre Banmédica, para que gestionara el cobro del seguro a la Compañía Consorcio.
A la fecha la Compañía de Seguros no ha realizado la liquidación. Al consultar en la Isapre, me indican que la Compañía Consorcio no ha hecho ninguna liquidación y tampoco requerimiento de nuevos antecedentes.
Fui a la Compañía Consorcio, para saber la causa de la demora, pero me indicaron que para saber cuál era el problema, debía solicitarla a través de una carta. Con fecha 09/06/2016 presenté la carta y hoy se cumplieron los 10 días hábiles para que me entregaran la respuesta; sin embargo a través del teléfono me indicaron que no me daban una respuesta  formal porque la liquidación del Soap fue solicitada a través de la Isapre Banmédica y solo a ellos le pueden dar esa información.
La Clinica Dávila me llama 3 veces por semana para solicitar el pago de los gastos de hospitalización por $ 4.158.702; esta semana me indicó que el pagaré será protestado el 28 de junio, si no se cancelaba la deuda. Yo trabajo hace 36 años en una institución financiera, por lo cual esta situación sería motivo inmediato de mi despido.
De acuerdo con lo informado por la SVS, el plazo para la una liquidación de SOAP, es de 10 días para el análisis de la documentación y si no hay reparos 7 días más para la liquidación. Por lo tanto, se han cumplido largamente estos plazo y aún no tengo ninguna respuesta.
Agradeceré a ustedes interceder en la Compañía de Seguros Consorcio para que efectúen el pago o me entregue una respuesta formal del motivo del no pago.
","Solicitar a la Compañia de seguros Consorcio, un explicación formal de la demora en el pago del seguro SOAP (mas de 3 meses)"
338188,Reclamo Valores,"hoy presente reclamo 1597 ante la entidad, debido a que el 27 de julio hice solicitud para retirar de mis fondos $ 400.000, se me indico que esto demora 30dias, luego 45 dias, despues 60 dias, una semana despues, despues octubre, hoy volvi a ir y me dan fecha para 22 de enero del 2015. Me parece un abuso, sabiendo que ellos trabajan con los ahorros, es una perdida de tiempo para el usuario, hice otra solicitud para retirar $ 190.000,me imagino que daran fecha tambien para el 2015,  la explicación es que la superintencia no les permite hacer retiros, despues que el flujo de caja no lo permite.
",Solicito su intervención para aclarar el tema en cuestion y me indiquen cual es la normativa vigente.
707875,APIA -Reclamo Seguros ,"con fecha 06/03/17, concurrí a solicitar reembolso por intervención quirúrgica de una de mis cargas aseguradas que nació con una malformación (polidactilia), luego de esperar casi una hora me indican vía telefónica que solicitud fue rechazada, estuve más de una semana esperando un mail con respuesta de rechazo el que nunca llego, finalmente decidí llamar a call center donde se me indica que me contactaran, lo que no ocurrió tampoco, posterior a esto y luego de evaluar mal el servicio en encuesta vía mail, me llaman indicándome que debo redactar una carta apelación ya que el rechazo es por no declaración de pre-existencia, documento que ejecutivo que realizo inscripción de carga en diciembre de 2015 jamás menciono. solo me hizo firmar la incorporación. por  lo tanto con fecha 16/03 envío carta apelación la que aun no me responden o informan por el estado de solicitud.","respuesta y cancelación de reembolso a la brevedad, ya que fue error de ejecutivo no solicitar antecedentes de salud de mi hija."
661097,APIA -Reclamo Seguros ,"Contraté un seguro ""Santander Alivio Seguro"" en noviembre de 2009. En ese momento, Santander Seguros ofreció este seguro con cobertura hasta los 99 años. Contraté el seguro precisamente por esa cobertura (hasta los 99 años). Desde ese entonces he pagado las primas mes a mes sin falta. El mes pasado recibí una carta de Santander Seguros diciendo que, conforme a las condiciones del seguro, ha decidido no renovar mi póliza. Encuentro que es un engaño publicitar que el seguro otorga cobertura hasta los 99 años, cuando la realidad es que la cobertura dura hasta que la compañía lo estime conveniente (para sus intereses supongo). Si la compañía no tiene intenciones de respetar una condición que para mi fue clave en el momento de contratar el seguro, no la debe ofrecer. Es publicidad engañosa y un abuso a la buena fe del cliente. Adjunto folleto del seguro ""Alivio Seguro"" y carta recibida informando el término de mi póliza.","Santander Seguros debe respetar la cobertura hasta los 99 años de mi póliza ""Alivio Seguro"", conforme a lo ofrecido y publicitado."
673286,APIA -Reclamo Seguros ,"Estimados,
Les cuento, en Junio de este año contrate un seguro automotriz con RSA con 3 uf de deducible.
En Noviembre de este año lamentablemente tuve un accidente (siniestro) del cual un tercero me choco, en ese momento llame a carabineros informando del accidente pero ellos dijeron que ya no se hacen cargo de esas constancias si no que hay que ir a una NOTARIA, entonces el tercero involucrado al ver esa situación se da a la fuga en donde yo le saco fotos a la persona y a la camioneta.
En el momento que él se da a la fuga empiezo a llamar a mi seguro contratado RSA pero la comunicación jamás pudo llegar a un buen término debido a que tanta insistencia de buscar teléfonos por internet nos dimos cuenta que ahora el seguro es SURA, entonces a mí en ningún momento como cliente se me dio aviso de este cambio, de los nuevos procedimientos a seguir, de todo lo que hay que hacer cuando ocurre un siniestro.
Entonces como la aseguradora jamás informo de esto yo no pude seguir el procedimiento que correspondía en llevar al tercero (culpable) para que llenara una declaración simple jurada ante NOTARIA en donde se responsabilizara por el accidente. Si yo como cliente hubiese sabido que mi aseguradora ya no existía, que el procedimiento era otro, yo hubiese estado preparada con los números correspondientes de mi seguro, con el procedimiento súper claro, de haber tenido impresos en mi guantera la declaración que el seguro envía, pero como no fue así  se realizó todo de manera errónea.
Además cuando el vehículo ingreso a taller el 05/12/2016 supuestamente lo iban a inspeccionar y entregar fecha de cuando lo entregaban, pero siendo 19/12/2016 aun ellos no me informan nada. Yo he insistido varias veces con el liquidador ver el tema de que se me aplique el deducible inteligente (que está contratado en mi póliza) ya que ellos como asegurado tuvieron la culpa de no entregar la información clara. Solo se han preocupado de decirme usted debe pagar el deducible.
","Que no me cobren el deducible 3 UF, ya que ellos como aseguradora como no entregaron información del cambio no se pudo proceder de manera correcta.
Que entreguen la fecha de cuando lo entregaran.
Que informen cada vez que haya un cambio dado que uno esta pagando por un servicio.
lo que mas me interesa es que hagan valer el deducible inteligente."
744556,APIA -Reclamo Seguros ,"SEGURO CONTRATADO CON PROBLEMAS: 
EL ABRIL CONTRATE SEGURO A TRAVÉS DE INTERNET LLAMADO ""SEGURO PREPAGO TC"" EL CUAL TENIA UN COSTO APP $7.500. 
HACE 2 SEMANAS INGRESE UNA SOLICITUD PARA HACER USO DE ESTE Y ME PIDIERON UNA SERIE DE DOCUMENTOS LOS CUALES ADJUNTE. 
HOY 10-07 LLAMO A VOX PARA SABER SOBRE EL ESTATUS DE MI SOLICITUD Y ME DICE QUE NO APLICA DEBIDO A QUE EL TIEMPO DE CARENCIA DEL SEGURO SON 60 DÍAS. 
EN LA PAGINA WEB DEL BANCO SANTANDER APARECE UNA PESTAÑA ""SEGUROS"" Y AHI PINCHO EN SEGURO PAGO TARJETA. LA DESCRIPCIÓN DICE ""Este seguro tiene una carencia de 60 días (Período fijado durante el cual el Asegurado paga primas pero no recibe la cobertura prevista en la póliza)"" EN NINGUN MOMENTO MENCIONA QUE EN ESTOS 60 DIAS NO PUEDES QUEDAR SIN TRABAJO, SOLO MENCIONA QUE NO PUEDES COBRARLO DENTRO DE 60 DIAS. UNA VEZ MAS ESTAFANDO AL CLIENTE CON INFORMACION POCO CLARA. ",NECESITO QUE SE CONSIDERE MI SOLICITUD DE COBRO DE SEGURO POR MAL INFORMACION DE SEGURO CONTRATADO 
356712,Reclamo Valores,"
EN MAYO DEL PRESENTE AÑO REALICÉ UN RECLAMO ANTE EL SERNAC, DEBIDO A QUE BCH ENVIO MIS ANTECEDENTES AL BOLETIN COMERCIAL, POR UN ERROR DE SISTEMA.

ANTERIORMENTE HABIA INSISTIDO CON EL BANCO DIRECTAMENTE PARA QUE ME SOLUCIONARAN EL PROBLEMA, LO CUAL NO ACONTECIÓ.

EN NINGUNA DE LAS 2 INSTANCIA EL BCH , HA SOLUCIONADO EL PROBLEMA DE FONDO , QUE ES SACARME DEL BOLETIN COMERCIAL Y ELIMINANDOME DEL HISTORICO DE ESTE.

BCH SOLO HA INSTRUIDO EN ENTREGARME, EN 2 OPORTUNIDADES ( MAYO 2013 Y DICIEMBRE 2013), UNA CARTA ACLARATORIA QUE NO TENGO NINGUNA DEUDA CON ELLOS.

CODIGO RECLAMO SERNAC MAYO 2013: 6967773

","QUE ME SAQUEN DEL BOLETIN COMERCIAL Y DEL HISTORICO DE ESTE, DADO QUE PERDÍ UN CREDITO HIPOTECARIO POR ESTE MOTIVO.
"
431574,Reclamo Valores,"Tengo inversión en BTG Pactual la cual realicé en cl$, los que fueron invertidos en un fondo en dólares. Necesito ahora liquidar la inversión y me dicen que me entregan un cheque dólar, no puede ser en pesos porque el fondo en el que está invertida mi plata es en dólares. Necesito que recuperar la inversión en la misma moneda en la que la realicé, por lo tanto no entiendo que si yo invertí CL$ al momento de recuperar la inversióntenga que ser en una moneda distitna ya que la estoy recuperando desde BTGPactual y no desde el fondo de inversión en dólares.
 ",Favor indicar que debo hacer para recuperar la inversión del lugar en la que la realicé y en la misma moneda
471500,APIA -Reclamo Seguros ,"En Octubre del año recien pasado  realice una denuncia de Siniestro ante LIBERTY COMPAÑIA DE SEGUROS S.A.  la que según póliza contratada no correspondió el pago de seguro , atendiendo a que consideré el informe de la empresa ajustadora contratada no hizo un informe coherente con los daños ni con las posibles razones que los provocaron. Mi apelación la realicé  a través de un reclamo a la SVS y con copia a las entidades involucradas. SVS me respondio por correo electronico que solicitarian mas antecedentes  para determinar .
Espere bastante tiempo sin recibir respuesta  ni de SVS ni de la compañía aseguradora, por lo que hace un par de semanas llame al call center de SVS pensando en que el tiempo transcurrido era demasiado para determinar si correspondía mi reclamo. Ahi me informaron que debía entra a atención ciudadano. ya que supuestamente me enviaron respuesta vía carta por correo la que jamas recibí.
 He entrado innumerables veces y cuando envío el reclamo la pagina ha caducado"," Solicito y (espero por fin este reclamo sea enviado)  que me envíen vía correo electrónico, copia de la resolución de mi reclamo realizado en octubre de 2014  . Agradezco su atención.
XX
"
637164,APIA -Reclamo Seguros ,"Con fecha 22 de agosto del presente año tome crédito consumo con Coopeuch ltda., con fecha 24 de agosto presente la renuncia por todos los seguros incorporados por un total de $205.417, el 31 de agosto me llama una ejecutiva y me dice que no puedo renunciar a todos los seguros que el de desgravamen es obligatorio según clausula número “undécimo” y que solo me devolverán los otros 3 restantes por un valor de $100.833, por lo anterior una cláusula abusiva toda vez que obligan a tomar seguro de desgravamen incluso de cesantía según lo que indican en misma clausula, fuera de toda norma según lo que señala la SVS que solo el desgravamen de un hipotecario es obligatorio, además que la misma SVS instruye que por cada producto se debe firmar en forma separada a mí me colocaron 4 seguros y solo firme por el paquete lo que genera un vicio del contrato de seguros.",solicito la devolución de la prima del seguro de desgravamen por un monto de $104.584 y que se le indique a Coopeuch quitar clausula número “undécimo” de los contratos por considerar abusiva y discriminatoria.-
634774,APIA -Reclamo Seguros ,"Estimados, detallo situación:

Con fecha 13 de julio 2016  BCI COMPAÑIA DE SEGUROS GENERALES S.A. asigna mi siniestro Nº XX, denunciado el 11 del mismo mes, al liquidador Muguruza Infante y Cia LTDA, para liquidar siniestro que involucra mi Kia modelo Sportage 2012 en concepto de “pérdida total” (Según se me informo por el mismo liquidador posterior a evaluación y recepción de presupuesto del taller), continuando las gestiones hasta el 23 de agosto del 2016 en donde se me informa mediante correo electrónico, que se solicitara prorroga a esta entidad SVS (Superintendencia de valores y seguros) para la emisión del informe de liquidación( 45 días mas para emisión del informe). Lo anterior, sin fundamentar ni tampoco indicando gestiones concretas especificas que se realizaran en este periodo, como se señala en la póliza que da origen al seguro, lo cual debió ser informado a la SVS y a mi persona en primera instancia.","Solicito dejar sin efecto la solicitud de extención realizada por Muguruza Infante y Cia Ltda. Y definir fecha para la entrega de informe de liquidación, considerando que todos los antecedentes ya fueron entregados con antelación y se ha tenido tiempo suficiente para gestionar la liquidación. A mi considerar solicitar una prórroga de 45 días más, es un abuso de tiempo y muestra de la falta de eficacia en la gestión de liquidación."
279911,APIA -Reclamo Seguros ,"hace un tiempo atras chocaron mi automovil y en dicha oportunidad tome todos los datos de la persona que me choco y pusimos la constancia en carabineros. posteriormente llame a la compañia RSA y solicite la aplicacion de deducible responsable. en ese momento la persona que me atendio me solicito los datos de quien me choco (nombre, rut, direccion, telefono, datos automovil), posteriormente envie el auto al taller para su reparacion y al momento de retirar el vehiculo me indican que debo pagar deducible, converse nuevamente con otra ejecutiva de RSA (ejecutivas telefonicas) y me indicaron que debia realizar el tramite a traves del liquidador respectivo (aycliquidadores) y que ademas debia presentar el escrito de carabineros. hable con el liquidador, envie los antecedentes en enero 2013 y a la fecha no tengo respuesta de la liquidadora y tampoco de RSA.",solicito a la compañia RSA que haga efectivo el item de deducible responsable y que me reembolse el pago del deducible que realice en dicha oportunidad.
532527,Reclamo Valores,"Directorio de la Empresa Eléctrica de Antofagasta S.A.(ELECDA) trasgrede  la Ley N°18.046, sobre Sociedades Anónimas, en los siguientes artículos 39, 41, número 1) del artículo 42, y artículo 48","Sancionar a los directores  según las responsabilidades que le competan a cada uno de ellos.
Informar si los contratos con empresas relacionadas que tuvo a la vista la Superintendencia de Valores y Seguros en la investigación, provocaron perjuicio económico para los accionistas minoritarios de ELECDA, como es mi caso."
266889,Reclamo Valores,"cuando entre a mi plan no se me indico restricciones de ningún tipo y ahora me doy cuenta que mi plan tenia letra chica, no tengo pre existencias, tengo gastritis, imc sobre 45, higado graso, colesterol, varias alteraciones en exámenes, etc. bastante para que mi operación bariatica sea tomada como riesgo, es inaceptable que teniendo un plan cerrado con la clínica indisa y con 90% sin tope en cobertura, para mi operación se tome otro tipo de cobertura.
Favor cumplir mi plan y tengan conocimiento que fui engañado por mi ejecutiva la cual no me a dado la cara no contesta teléfonos ni correos. Necesito que se realice un presupuesto tomando mi cobertura preferente con clínica indisa y asuman la letra chica del contrato del presupuesto de manga gástrica  7millones solo me cobre 1millon es inaceptable.
","Cumplir con mi cobertura preferente clínica indisa para mi operación bariatica. modificación de presupuesto ingresado con mi cobertura preferente 90%sin tope,
cambio de ejecutiva debido al engaño, eliminar letras chicas del contrato
"
338799,APIA -Reclamo Seguros ,"Sucede que contrate un seguro de auto para un vehiculo nuevo, el contrato del seguro era por 3 años y este incluia de “regalo” un televisor LCD, sucede que el pasar los meses el vehiculo asegurado lo vendi, y al contactarme con la aseguradora me dan dos opciones para cesar el contrato el primero es cambio de materia asegurada puesto me compre otro vehiculo nuevo o la cancelación de las cuotas restantes que aproximadamente eran 25 lo anterior debido a que el contrato que firme incluia un ""regalo"", las cuales además me daban facilidades de pago puesto que cancelaba mensualmente aproximadamente 51.000. como no podía cancelar cambie de materia, y sucede que la cuota aumento a 71 mil pesos, siendo una tremenda complicación cancelar y deseo cesar el contrato. Les quiero consultar si esto lo puedo hacer sin tener que cancelar las aproximadamente 25 cuotas restantes ya que no deseo hacer uso del seguro y quiero tener la LIBERTAD de poder optar. ","deseo cesar el contrato antes del 05 de noviembre para que no se mantenga el cobro, sin tener que cancelar las cuotas restantes que son aproximadamente 25."
502030,APIA -Reclamo Seguros ,"En el mes de febrero realice la contratación de un seguro automotriz con cargo a mi cuenta corriente a través de un contact center y envío de los documentos por email, sin registrar ningún problema en la contratación de este, posteriormente fueron a realizar la inspección del vehículo sin indicar ningún problema nuevamente. En el mes de Junio recibo una carta por parte de la aseguradora que mi póliza se cerró por no pago de las primas de los meses de Abril y Mayo.  Me comunique con el contact center de la aseguradora para consultar el porqué de la deuda si estaba contratado con cargo a mi cuenta corriente y me indican que no quedo de esa forma. Y que lo único que pueden hacer es solicitar la revalidación del seguro pero con el proceso correspondiente. A lo cual yo doy mi negativa debido a que no hubo ninguna comunicación de la aseguradora hacia mí indicando que presentaba problemas con el cargo de mi cuenta corriente.","Solicito poder ponerme al día con las cuotas y que la aseguradora mantenga el seguro contratado con fecha 02/2015, y no realizar nuevamente el proceso de contratación"
361846,APIA -Reclamo Seguros ,"Estimados, mi reclamo es basicamente por la respuesta dada por la compañia de seguros Metlife, con la cual tengo un seguro complementario el que me da un 50% de reembolso en  tratamiento de ortodoncia. Yo al iniciar el tratamiento pague el total de este, por lo que solicité el reembolso 50% del total, que es lo que ofrece el seguro. La compañía solo me quiso reembolsar parte de lo solicitado y este fue su argumento: La Compañía no reembolsa tratamientos no realizados por lo tanto quedarán pendientes 12 controles removibles por un valor $20.590. Los que serán reembolsados mes a mes, próximo control debe enviar un certificado emitido por su dentista tratante y esta liquidación.
Lo encuentro insólito porque yo ya pagué el total del tratamiento y aunque no fuera a las citas no se e devolverían el dinero y además en ningún momento se me informó de ese reglamento. 
 ",Se me reembolse ahora el total de lo solicitado y ofrecido por ellos en el seguro; 50% del total del tratamiento dental
615189,APIA -Reclamo Seguros ,"Contrate Un Seguro Tri Anual (Poliza XX) Con Fecha De Vigencia Del Dia 13/11/12 Al 13/11/15, De La Cual Hasta La Actualidad Me La Estan Cobrando Mensualmente , Al Consultar Me Indican Que Esta Tiene Clausula De Renovacion Automatica Lo Que No Esta Indicado En Esta Ni En El Certificado De Cobertura, Pero Si En La Propuesta De Poliza. Al Respecto Tengo Los Siguientes Descargos: - Segun La Ley 20667: ""No Se Admitira Al Asegurador Prueba Alguna En Contra Del Tenor De La Poliza Que Haya Emitido Luego De La Perfeccion Del Contrato"", En Que La Poliza No Contiene Clausula De Renovacion Automatica. - La Renovacion Unilateral Efectuada, Aun Asi, No Cumple El Concepto De Renovacion Automatica, Toda Vez Que La Nueva Poliza Comienza Su Vigencia A Contar Del 13/12/15 Al 13/12/16, Transcurriendo 30 Dias Desde La Vigencia De La Poliza A La Que Hacen Referencia. - La Poliza Renovada Unilateralmente No Fue Informada A Mi Como Asegurado Segun Lo Estipulado En La Ley 20667, Articulo 519
","Compensación económica por el daño ocasionado, que va mas allá de la restitución de los montos originales cobrados sin mi consentimiento (devolución de las primas ya realizada por la Cía), además de multa por incumplimiento de normativa vigente."
474137,APIA -Reclamo Seguros ,"En relación al OFORD 3119,  reclamo contra Chilena Consolidada, informo a usted que según los documentos del seguro están incluidas las filtraciones. Está todo incluido, y no existen exclusiones,  expresadas en los documentos a la vista del asegurado (Póliza de seguro, archivos Chilena1 y Chilena 2).

Efectivamente están incluidos explícitamente los daños por filtración, CAD  XX, ver página 4, Clausulas Particulares, archivo pdf  Chilena 1. 

Luego de la cláusula  mencionada por Chilena  “Cláusula Adicional de Rotura de Cañerías, inscrita bajo el código CAD XX, adicional a la póliza contratada, se extiende a cubrir los daños materiales causados por acción directa e inmediata del agua, proveniente de rotura de cañerías o desbordamiento de estanques matrices”.  Está la cláusula de las condiciones particulares que dice explícitamente “INCLUYENDO DAÑOS POR FILTRACIONES”. 



Que es justamente el caso reclamado.
","En virtud de esto solicito su gestión con la compañía, para que esta de una vez cumpla  el contrato de seguro y pague el siniestro reclamado."
662655,APIA -Reclamo Seguros ,"El día 9 de octubre, según los registros de banco Santander, yo contrate un seguro de fraude plus vía Internet, el cual yo no tuve conocimiento alguno. Ese mismo día yo realicé la compra de unas entradas para un evento deportivo vía online, el medio de pago que utilicé fue mi cuenta corriente que tengo con el banco. Al momento de realizar mi transacción, la página web pay me deriva a una página del banco, la cual me pide completar unos datos personales para poder continuar con mi transacción y que ésta fuera segura, de no llenarlos yo no podía continuar con la compra. En ningún momento e instante, se me entregó la información de que dichos datos eran para la contratación de éste seguro. Yo realicé un reclamo a la institución, el cual como respuesta me dijeron que yo había ingresado a través de la página de internet mis datos y mi clave intransferible, contratando de ésta manera el seguro, a lo cual no recibí ningún tipo de comprobación ya sea vía telefónica o correo electrónico.",Que se anule el contrato y se devuelva el monto total de la prima junto los intereses cargados a mi cuenta de crédito
336596,APIA -Reclamo Seguros ,"El día 27 de Agosto, un vendedor de metlife me ofreció 2 productos: Apv y un 'Ahorro Joven'. Ese día firmé papeles y luego hice la transferencia de 3UF por cada producto. al otro día reviso la página de internet, y veo que el producto 'Ahorro joven' no existe. Le pido información al vendedor. Me manda un pdf del Apv y otro de un producto denominado 'Protección y ahorro'. Yo le digo que este último no es lo que me vendió. Me envía luego otro pdf de un seguro de salud. Hablando con el vendedor, me di cuenta que me habia vendido 2 pólizas, el protección y ahorro y el seguro de salud. Yo ya tengo un seguro de salud en el banco chile, por lo tanto encontré mal que no se me informara que eran productos por separado. Al preguntar por costos, un día, me escribe en un cuaderno montos aproximandos. Luego me entrega un documento preparado por él con montos que en total cobran las 3 UF bajo el concepto de 'Ahorro Joven'. me conseguí con una amiga un documento que el mismo vendedor le dió donde aparecen costos de cobros diferentes a los que mwe indicó a mi.
Hice el reclamo por esto, porque encontré demasiada irregularidad en la venta, falta de transparencia hacia mi persona. Anulé las pólizas el día 3 de Septiembre (menos de 3 días después que ellos emitieron las pólizas) y solicité la devolución de mis dineros, de donde de las 3 UF de la APV me devolvieron como $50.000 y de la póliza de protección y ahorro de dieron solamente $30. Cómo es posible que me devuelvan 30 pesos por algo que pagué 3UF, que ellos se habrán cobrado unos $20.000 en el seguro de salud, y el resto, algunas comisiones, pero algo me tienen que devolver por el concepto de ahorro creo yo. Un día fui en persona a consultar que pasaba con la devolución, y me decian que tenian problemas con el sistema y que no sabían cuanto era lo que me tenian que devolver. Hoy me llegó un email, diciendo que No resulta procedente la devolución de las primas, porque se pagaba el servicio prestado. Y el ahorro me pregunto yo, donde quedó?","Solicito que intercedan por mi caso, para que me devuelvan el dinero que corresponde, pidiendo los valores reales de las comisiones que ellos cobran y cuanto es por cada producto. Igual considero que deberian investigarlos y multarlos por vender un producto que no existe en realidad y no tener información transparente."
570105,Reclamo Valores,"Presente, en el mes de noviembre de 2015, denuncia por el posible delito de estafa y otras defraudaciones en contra de Stock Market Chile, domiciliada en XX, quienes hubieren estafado en una cantidad aproximada de US$120.000 a mi representado XX, respecto del cual se dedujo una querella en el 4to Juzgado de Garantía de Santiago. 



SALUDOS CORDIALES","Respecto de la denuncia interpuesta, con el fin de comenzar una investigación u oficiar a la empresa STOCKMARKET CHILE, me gustaría saber en que estado actual se encuentra la denuncia."
607768,APIA -Reclamo Seguros ,"
el 19-03-2016 tube un siniestro y a pesar de todos los antecedentes y medio de prueba presentados, la compañía persiste en negarse a cubrir el siniestro, esto considerando que he cumplido con todos los artículos de la póliza y poseo pruebas e informe se técnico de siniestro. 
Por medio del presente y junto con saludar a ustedes, y en tramitación de respuesta a la impugnación presentada por el rechazo del siniestro del cual he sido afectado.  y haciendo uso de los derechos que me confiere el reglamento de auxiliares de comercio de seguros, en su artículo Nº 27, cumplo en solicitar a usted, formalmente, se proceda a la designación de Arbitro, con el fin de revisar y aceptar o rechazar la propuesta según corresponda, de manera tal que de ser aceptada esta, hacer llegar la documentación respaldatoria de la pretendida indemnización.",solicitud de arbitraje para caso de rechazo de cobertura de siniestro y revision de antecedentes tecnicos
756198,Reclamo Valores,"INVERTÍ EN INTERVALORES CAPITAL LTDA BAJO LA SIGLA O CONDICIÓN MODERADO PERO ELLOS REALIZARON FORWARDS CON MI DINERO 
QUIERO SABER SI ESTABA AUTORIZADOS PARA AQUELLO",INFORMACION SI LA EMPRESA INTERVALORES CAPITAL LTDA 76.047.895-4 TIENE AUTORIZACION SVS PARA OPERAR CON FORWARDS
711912,APIA -Reclamo Seguros ,"En el mes de enero lleve mi vehículo a reparar al distribuidor derco Ovalle Hnos, después de una semana me lo encuentro con un montón de daños adicionales, las reparaciones mal ejecutadas (con mas daño), el foco quebrado me lo reemplazan por uno trizado y que mi vehículo fue utilizado sin mi autorización, según el concesionario llevado a otra sucursal.

HDI y el liquidador enterados de como se reparan lo vehículos y que se toman y manejan si autorización hacia otra dirección, el liquidador XX no solo apoya el procedimiento si no que omite la póliza dado que mi vehículo no se debe reparar hasta el 3 año si no que deben ser cambiadas sus partes, ademas reparado en un concesionario oficial derco y Ovalle solo aparece registrado bellavista 71 en ese minuto tanto en la pagina de ovalle como en Derco.","Mi solicitud es simple dado que se ha violado mi propiedad y mi póliza, el reemplazo de mi vehículo por uno de mayor valía, dado que el daño que aparece es por el uso no autorizado y no aceptare reparación por algo que se compro nuevo y se aseguro así.

mi vehículo vitara 1,6 glx por el vitara 1,4 glx turbo, y 3 años de mantenciones gratis por concepto de indemnización por dalos y prejuicios."
745296,APIA -Reclamo Seguros ,"Contraté Seguro de Cesantía con ACE Seguros, producto de un crédito automotriz (sistema de cuota protegida) con la empresa FORUM. Al quedar cesante en noviembre de 2016, solicité a ACE Seguros el pago del mismo, cuestión que me fue negada. Acto seguido, reclamé ante la misma entidad vía correo electrónico (por instrucciones de la misma), y teniendo 6 días para responder, hasta la fecha no he recibido ninguna respuesta. Desde un punto de vista de fondo, lo que se me negó es el pago del seguro en virtud de no contemplarse en la póliza la causal de despido que según ellos estaba asegurada. Sin embargo, nunca me dijeron cuando me vendieron el seguro que había causales de despido específicas para conceder el pago. Se trata de un contrato de adhesión que de no firmarse, no da lugar al crédito, práctica muy usual de las compañías en este país.","Que ACE Seguros pague a FORUM el seguro contratado bajo la forma ""cuota protegida"" que asciende a TRES cuotas del mencionado crédito."
