CASO_ID,DESCRIPCION_CIUDADANO,PETICION_CIUDADANO
568987,"De conformidad a lo señalado por ustedes en mail que adjunto, de fecha 20-01-2016, en el sentido que de haber disconformidad en respuesta a consulta realizada a Compañía de Seguros, se representara la situación a esa Superintendencia para su intervención, al respecto vengo en señalar lo siguiente:
a)	Con fecha 15 de Enero pasado renuncié y anulé la Póliza XX, que tenía contratada como Seguro Automotriz en la Compañía BCI Seguros, lo que fue aprobado según endoso  XX. (Adjunto mail a través del cual BCI Seguros me comunica el término de la misma, con indicación de las cuotas pagadas y por vencer, correspondiente a la última vigencia, señalando que el periodo fue de 6 meses y 21 días, que en definitiva es lo que correspondería la devolución, a razón de 1.03 UF.).

b)	Conforme a lo señalado en los párrafos anteriores, efectué consulta a BCI Seguros respecto a la devolución de la prima pagada por este Seguro contratado y terminado, de conformidad a lo establecido en la Circular   N° 2114 de fecha 26-07-2013 de esa SVS, señalando como respuesta que “no es posible acceder a la petición de devolución de primas, ya que la Compañía otorgó cobertura desde el 24 de junio del 2015 hasta el 15 de enero del 2016, por consiguiente la materia asegurada estuvo protegida hasta esa fecha, producto que la póliza fue cancelada por desistimiento del asegurado”.  (Para mejor resolver, adjunto el citado correo respuesta de fecha 25-01-2015).

Considerando la respuesta otorgada por BCI Seguros, se podría entender que lo instruido en la primera parte de la Circular N° 2114 de fecha 26-07-2013 de esa SVS, en ningún momento podría ejecutarse, y que dice:   “Cuando por término anticipado o extinción de un contrato de seguro proceda la devolución de la prima pagada no devengada, la compañía aseguradora deberá poner la suma a devolver a disposición de quien corresponda, dentro del plazo de 10 días hábiles de haber tomado conocimiento del término del seguro.”
","Solicito pueda tener a bien emitir pronunciamiento respecto a la procedencia de la devolución de la Prima pagada por el Seguro Automotriz mencionado, haciendo presente que este Contrato se encontraba pactado desde el año 2014;  por lo que se solicita además pueda pronunciarse respecto de la fecha que corresponde la devolución; en el sentido si corresponde desde el inicio del contrato, o desde la última renovación del mismo,

Finalmente, debo hacer presente que los cobros de todas las cuotas fueron cobradas a satisfacción por BCI Seguros, inclusive la última del mes de Enero en curso,  (Adjunto comprobante de cobro desde la Cuenta Corriente.
"
361042,"Hace unos meses abrí una cuenta corriente ya que, como pertenece al mismo grupo que mi empresa, me ofrecieron que no tendría costo. Al recibir los productos me enteré de que la cuenta sólo sería exenta de costo si yo depositaba mi sueldo ahí, lo que no me habían señalado anteriormente y que no acepté pues no me conviene, lo que hizo que cerrar la cuenta sin haberla ocupado. Como antecedente adicional comento que a pesar de sentirme engañado no solicité la devolución del dinero que pagué para abrir la cuenta corriente, ya que no quise seguir ahondando en el tema.

Hoy me llamaron de una central telefónica para indicarme que debía pagar por la línea de crédito utilizada, lo que no corresponde por lo anteriormente descrito.","Solicito me ayuden a asegurar que el banco no me siga cobrando injustamente por los errores administrativos que tienen, los que no son responsabilidad mía. Dadas las molestias que me han causado, solicito además que el banco me devuelva lo que tuve que pagar para abrir la cuenta corriente."
658214,"Con fecha 5/10/16 presenté a la SBIF mi reclamo con toda la información requerida.  Ellos asignaron el número XX me respondieron que no eran la institución reguladora de Banchile Administradora General de Fondos S.A. y que traspasarían en esa misma fecha la documentación a ustedes como entidad fiscalizadora pertinente.
Mucho les agradeceré me informen si han podido revisar mi reclamo, cual sería el status, como hago seguimiento o si necesito hacer una nueva presentación (ojalá que no a esta última opción).
Atentamente,
Margarita Mujica",ver anterior.
430181," DESDE EL ANO 1999 TENGO UN SEGURO CON AHORRO EN CONSORCIO. INCLUIA UN SEGURO ONCOLOGICO ,COMO PARTE DEL PAQUETE , ME LLEGO UNA CARTA DE CONSORCIO NOTIFICANDOME QUE DEBIDO A LA LEY 20667 QUE MODIFICA EL CODIGO DE COMERCIO ,ESTABLECIENDO NUEVAS REGULACIONES PARA LOS CONTRATOS DE SEGURO,QUE IMPLICAN QUE LA COBERTURA , PROTECCION ONCOLOGICA , NO PODIA SER RENOVADA BAJO LAS MISMAS ESTIPULACIONES DEL CONTRATO ORIGINAL ,MOTIVO POR EL QUE HAN DECIDIDO PONER TERMINO A MI COBERTUTA , PROTECCION ONCOLOGICA , CONTRATADA EN CONSORCIO A PARTIR DE SEPTIEMBRE DE 1999, DE ACUERDO A LO ESTABLECIDO EN EL ARTICULO 8 DEL CAD 293029 .AHORA HAY QUE CONTRATAR UNA COBERTURA ADICIONAL AL SEGURO DE VIDA. ,POR SUPUESTO AGREGANDO UNA NUEVA PRIMA .QUIERO SABER SI ESTA MODIFICACION DE CONTRATO UNILATERAL ES LEGAL . TENGO 65 ANOS .
ATTE .","RESPETAR EL SEGURO ORIGINAL , CON PROTECCIÓN ONCOLOGICA INCLUIDA,CONTRATADO DESDE 1999."
528820,"De esta entidad me han pedido firmar y reenviar a Deloitte Auditores Consultores Limitada un documento SIN detalle de las acciones que poseo. Comprenderán que esto es inaceptable más aún si esto me involucra directamente a mí con un empresa auditora.
Nota: le envié al responsable de esta empresa auditora un correo indicando que esto es inaceptable y que no firmaré tal documento sin el detalle de las acciones.

Att.,
XX",Aclarar esta solicitud y que se corrija lo solicitado.
769759,"La primera semana de agosto solicite el servicio adicional correspondiente a póliza de incendio que tengo contratada y corresponde a compañia de seguro SURA, el servicio solicitado fue de mano de obra de pintura. Al realizar el primer contacto por teléfono me señalaron que buscarían un técnico para entregar el servicio, esto debido a que no cuenta ningún prestador en la  Región de Magallanes, luego me señalaron  que yo me encargará de contactar algún técnico, lo cual realice, luego envíe los documentos para que me realizaran el reembolso, ya que en una ocasión anterior debido a la situación que no disponen de técnico en la región ,realice el mismo procedimiento de buscar el técnico y reembolso de lo cancelado. En esta ocasión envíe los documentos, pero hasta la fecha no se realiza reembolso.
Se adjunta presupuesto y monto cancelado. Corresponde a poliza numero XX","Solicito que se cumpla con lo ofrecido por la compañía de seguro, de acuerdo a lo que señala la póliza, ya que no corresponde que se ofrezca un servicio y que la compañía no cumpla con lo contratado. Y en el caso que no dispongan de técnico, deben buscar todas las alternativas posibles para prestar el servicio, en este caso, realice el contacto con el técnico, por lo tanto, solicito el reembolso del dinero que ya fue cancelado.
Además la compañía de seguro debe hacerse responsable de lo ofrecido a  sus asegurados, ya que de otra forma incumplen con el contrato  señalado.
"
701785,"En diciembre de 2016 me di cuenta que en mi cuenta del Banco Falabella habían giros y compras que yo no había hecho, al ver esta situación me comunique de inmediato con el banco, bloquearon mi tarjeta y enviaron el caso a la aseguradora. La aseguradora lo recibió con fecha 19 de Diciembre de 2016 y desde ahí no he tenido información del caso, al principio me dijeron que debía esperar 45 días hasta que se resolviera, pasó ese plazo y aún no he tenido ningún tipo de información, solo me dicen que el caso sigue en evaluación, en reiteradas ocasiones he llamado preguntando qué pasa, incluso he hablado con la supervisora y recibo la misma información, que aún sigue en proceso y que me llamarán cuando sepan algo. He preguntado si falta algo, quizás algún documento y me dicen que no, que está todo correcto, que no han solicitado nada más.
 Mi reclamo es porque el tiempo que ellos dan como máximo ya paso y aún no me dan ningún tipo de información, necesito saber a la brevedad que sucede con esto.",Solicito información del caso y que se resuelva lo antes posible
424249,"en el año 2007 contrate con el banco de chile una cuenta corriente asociada a un seguro de vida y catastrofico, el cual no utilice nunca, a fines del año pasado me tuve que operar y de urgencia pedi hacer uso del seguro y hasta el día de hoy no obtengo respuesta, fui a las oficinas centrales de banchile seguros en agustinas 777 y se me dijo que no se cursaría. En palabras de la propia señorita me hizo ver que lo mejor era realizar un reclamo por esta vía. Acudí a una sucursal para ver si desde allí se podía obtener respuesta y nada. Via telefonica y por email tambien pero en todas ellas no resulto nada. 
le envie a la banchile seguros toda la documentación requerida vía correo certificado y tampoco se obtuvo respuesta (codigo envio XX) (numero de transacción XX) (comprobante XX)
",Solicitar a banchile seguros haga efectiva la poliza de seguros.
452620,"Estimados 

Me dirijo hacia ustedes porque llevo dos meses resolviendo la reparación de mi vehículo, donde en primera instancia la aseguradora me recomendó diferentes talleres para reparar mi auto, deduzco que si estos talleres trabajan con el seguro deben ser responsables, pero me equivoqué ya que tuve 4 entregas de mi vehículo donde en cada una me hicieron pasar un mal rato, entregando mi auto con reparaciones a media y además daños que no correspondían al siniestro. Me citaron en cuatro ocasiones haciendo perder mi tiempo, donde en cada una de ellas se comprometían a dejar en buenas condiciones mi auto y solo logré que el auto se reparara con malas terminaciones que no corresponde a un servicio digno y que justifique lo que estoy pagando mensualmente, para asegurar mi auto. Ante esto la  aseguradora tampoco ha actuado con rapidez e interes en resolver el problema. ",Pido emitir un reclamo donde la aseguradora se pueda hacer cargo de mi mal pasar con el Taller que me atendió y además me repare el auto dejandolo en buenas condiciones
430811,"Me llegó de parte de Sura una solicitud de verificación de saldos en custodia (adjunto) relacionado a Fondos Mutuos, pedí a Sura que me explicaran la razón de dicha carta siendo que jamás he operados Fondos Mutuos con ellos ni con la entidad que previamente operaba Sura (ING) y en respuesta a mi consulta recibí una serie de operaciones en Fondos Mutuos a mi nombre durante el año 2010, movimientos que doy fe que nunca realicé.

Al día de hoy Sura no sabe explicar como se realizaron dichos movimientos.","Investigar como se realizaron operaciones de Fondos Mutuos a mi nombre y una explicación de por qué ocurrieron dicho movimientos.
"
670022,"En 2014 contraté APV con seguro con Vida Security y antes tenía mismo servicio en MetLife. Ejecutiva de Vida Security me hizo firmar documentos donde me dejó en claro que la recuperación del fondo en MetLife lo hacía ella de manera interna, no teniendo que yo hacer mayor trámite.

MetLife me comenzó a cobrar costos de administración dado que Vida Security nunca realizó el cambio del fondo, lo cual significa una pérdida en rentabilidad y además una deuda con MetLife. Me comuniqué con VidaSecurity, pero jefe de área y ejecutiva no se encontraban desocupados, por lo que solicité que solucionasen el problema y se comunicaran a la brevedad conmigo, dos cosas que nunca pasaron.

Otro absurdo es que ejecutiva de Vida Security me dice que las deudas de seguros no son cobrables, incitándome a no pagar a MetLife. No me gusta deber y menos por culpa de terceros, por lo que considero inaceptable lo dicho por la ejecutiva.



","Mi petición es que Vida Security resuelva la recuperación de mi fondo en MetLife, pague la morosidad provocada por su culpa y además me compense la pérdida de rentabilidad que dejé de percibir de ese fondo que quedó en MetLife, también por su inoperancia. Luego de eso, cerrar el contrato con ellos y que me hagan devolución de la totalidad del fondo."
365011,"Con fecha 26 de Octubre se solicitó al Banco, BCI, el uso del seguro de cesantía que tengo con 2 créditos de consumo, en un crédito quedaban 3 cuotas de apróx.$154.000 ,Noviembre ,Diciembre y Enero.
En el otro crédito queda mucho mas por cancelar y es una cuota de $488.629 mensual. Ambos créditos con fecha de pago los días 10 de cada mes y ambos créditos con un seguro de cesantía por 4 meses.
Ambos créditos debieron  ser cubiertos por el seguro en el mes de Noviembre, pero como la aseguradora autorizó el seguro de cesantía con fecha 15 de Noviembre , ambos créditos los tuve que cancelar yo , fueron descontados normalmente de mi cuenta corriente.
Esto originó lo siguiente:
Con el crédito chico de $154.000, yo cancelé Noviembre , el seguro canceló Diciembre y Enero, como el seguro es por 4 meses, se debe realizar la devolución del pago descontado en mi cuenta corriente en Noviembre ya que a este crédito solo le quedaban 3 cuotas.
En el caso del otro crédito , como el seguro fue autorizado después de la fecha de pago, al autorizar los 2 meses canceló Diciembre y Enero, quedando pendiente 2 meses de pago, por supuesto si se sigue en calidad de cesante, lo cual es así. 
Ahora el seguro me está solicitando que para cancelar Febrero, Enero para ellos, les tengo que enviar la cartola de 12 meses de cotizaciones de la AFP con fecha 20 de Febrero, pero la cuota del crédito se carga en mi cuenta corriente el día 11 de febrero, al consultar en el banco mi ejecutiva indica que entiende perfectamente la situación pero que no puede hacer nada. 
Yo sigo cesante , y de acuerdo a todo lo explicado anteriormente el banco me va a descontar de mi cuenta corriente con fecha 11 de febrero la cuota del crédito, y se supone que el seguro va a autorizar el pago después del 20 de febrero, es decir es muy conveniente para la aseguradora, pero para mí que soy el cliente y que tengo todo al día con el banco y que he cumplido los requerimientos solicitados por la aseguradora no tengo lo que me corresponde 
","Solicito revisar el tema y que la aseguradora cumpla con los 4 meses de seguro de cesantía no perjudicando mi cuenta corriente , que el banco no descuente los $489.629 el día 11 de febrero , espere la autorización del seguro ya que es por la aseguradora que corrió las fechas de pago que estamos en esta situación y a la vez devuelva la cuota de Noviembre de uno de los créditos, $154.000. Se adjuntan los documentos que acreditan lo indicado "
447364,Tratando de notificar una demanda judicial a la sociedad y en ausencia del gerente general expresan no tener quien lo reemplace y así no cumplen obligación del art 42 del Reglamento de la Ley de S.A.,"Que cumplan con la obligación y publiquen la persona designada al efecto, sin  perjuicio de las sanciones que pueda aplica la SVS"
677205,Mi problema es q hace 3 años tuve graves problemas de salud IRC terminal tuve 1 parto y luego 11 intervenciones lo cual aparte de tenee ese grave problema de salud una gran deuda y al ser sola fue peor hace poco he podido ir cancelando esa gran deuda ya que antes fue imposible ya q mi renta likida es de $220.000 pero el seguro m dice en el 2013 usted estaba en otro seguro no podemos reembolsar pero en la empresa cambian de seguro y uno nada puede hacer contra eso y al no reembolsar lo que ahora estoy pagando en esta fecha me causa mad problemas ya q m he conseguido para pagar si bien es cierto estoy pagando recien la deuda no quiere reembolsar mi actual seguro si yo nunca pedi cambiarme es la empresa quien lo hace les ruego por favor me ayuden ya que debo cancelar y no puedo ya q no m han querido reembolsar todo y esa plata la adeudo esperando m ayuden m orienten q debo hacer la deuda es del 2013 y estoy pagando ahora 2016,Pido m reemblsen lo q estoy cancelando ahora la deuda desde el 2013
759515,"La aseguradora BCI Seguros rechazo parcialmente siniestro número XX, se impugnó y fue nuevamente rechazado en forma parcial, solo realizando reparación de parabrisas delantero con el fundamento que el liquidador tiene la facultad y conocimientos profesionales para dirimir solo utilizando su criterio en que daño en parachoques trasero y portalón no constituyen a evento declarado. En este caso me parece una ambigüedad primero obviar declaración jurada realizada y rechazar sin evidencias, solo criterio del Liquidador, además mencionando que se puede realizar la reparación, pero realizando un nuevo siniestro, esto incurre un nuevo pago de deducible y creo que no corresponde ya que los hechos declarados son veraces y los vivimos con mi marido e hija, y a raíz de lo ocurrido estuve con mucho miedo a volver a manejar.","Solicito arbitraje en este caso, para aprobar reparación de daño trasero como evidencia no existe nada porque lamentablemente camión involucrado nunca se detuvo, son los hechos en Declaración Jurada y mi marido de testigo. Además, que el fundamento de criterio sin evidencias utilizado por Liquidador es más una falta de respeto hacia mí, como cliente-contratante-asegurado que pongo mi confianza en la compañía para que actúe en caso de algún riesgo o siniestro y está a la misma vez no “confié” ni crea en mi palabra."
764546,"El dia 3 de agosto tuve un siniestro con mi auto, hice la denuncia el mismo dia, y mi marido llevó el auto a inspección el dia 4. El liquidador nunca lo vio, solo le tomaron fotos en el taller, a pesar que lo llamé, le envié mensajes de texto y correos electrónicos, a lo cual nunca ha respondido y creo que ha devuelto mis llamadas en 2 o 3 oportunidades. 
Cuando mi marido llevó el auto a inspección le dijeron que en la semana siguiente entraba a taller, por lo que lo dejé en mi estacionamiento del centro de la ciudad ya que me era mas fácil salir de la oficina y llevarlo, en vez de ir a casa a buscarlo para llevarlo al taller, como paso mas de una semana lo lleve a casa y en el trayecto, con el temporal de mal tiempo que había, el capó se levantó y se generaron nuevas cosas a reparar, a lo que el liquidador me indicó que al momento de ingresarlo al taller se hacia una reliquidación.
Hasta la fecha nada ha ocurrido, sin embargo el 24 de agosto me llegó un email que señalaba que mi automóvil había sido inspeccionado el dia 14 de agosto, lo que es falso, porque fue el día 4 y que además indicaba que se había iniciado el proceso de reparación, lo que también es falso, ya que aun no ingresa a taller, lo que además hace que no pueda pedir un auto de reemplazo.
Le envié un email al liquidador, por lo que me llamó y me indico que el email se había generado porque los repuestos habían llegado y que el me llamaría para llevar mi auto a taller. Como pasó una semana y no hubo llamado, fui a la oficina de la aseguradora a pedir información. Sentí que me trataron como una ignorante, porque la funcionaria me dijo que debía haber llamado al taller directamente y no haber hablado con el liquidador, pese a que le expliqué la situación, sólo procedí a retirarme y llamar al taller.
Llamé al taller (miércoles 30 de agosto), como me indicaron en la aseguradora y me dijeron que no puedo llevar mi auto porque los repuestos no han llegado, en definitiva, no entiendo nada.","Que puedan ver qué es lo que realmente ocurre con la reparación de mi vehículo, ya que a quienes he consultado, que me imagino son quienes tienen detalles de la situación me dan informaciones diferentes y supuestamente mi vehículo ya esta en reparación, no siendo así realmente, y ya ha pasado un mes en que ni siquiera he podido solicitar auto de reemplazo."
543985,"Desconformidad.

Soledad (banco Penta)....  los dos últimos meses el IPC de 0,7% y de 0,5%  mas la parte real de un mes común a tasa de 3% anual (0,25% al menos mensual),..  da al menos una ganancia de 1,8% estos meses,..    con 5.5 millones la ganancia es cercana a los $100.000.....  sin embargo mis fondos disminuyen mas de $21.000..      

entiendo que se vendan papeles con tasas mas chicas para comprar papeles con tasas mas altas según el alza del instituto emisor,.. .......... pero esta diferencia se da en algunos días no durante todo el mes......

Hay que enviar este caso a la superintendencia de valores y seguros???,.    no es claro que durante un mes completo todos los días un fondo en pesos y en UF  que debiera tener ganancias mayores a $ 100.000 este con perdidas,....mayores a $20.000  .   dando una perdida neta de $100.000

Una cosa es entender como funciona el mercado y otra es ver que se están burlando de uno.

Que explicación dará el banco?

Atento",Formular revision de cálculos a Banco Penta por fondos mutuos en renta fija que durante mas de 45 días presentan perdidas sin una justificación clara
731531,"En marzo cancelé la cuota 1/11 por mi vehículo particular, directamente por caja en consideración que no me salió el convenio PAT. Considerando que en marzo nuevamente no me la cargaron a mi cuenta corriente cancelé por caja la cuota 2/11. Posteriormente a mi pago por caja me cargaron fuera del plazo estipulado (25 de cada mes) nuevamente la cuota 2 a mi cuenta corriente, generando un doble pago. Efectué el reclamo correspondiente y me dijeron que era por un saldo del antiguo seguro y que me harían devolución en un plazo de 10 días. Esto fue en abril del presente año. Considerando que ya han pasado casi 2 meses, solicito la devolución de la cuota cobrada doble. De existir alguna diferencia por cambio de vehículo, este cobro sea efectuado e informado al cliente directamente y no cargado a mi cuenta corriente. El convenio PAT suscrito es para este vehículo en 11 cuotas. Agradeceré disponer se solucione a la brevedad.","Considerando el tiempo transcurrido solicito devolución de la cuota cobrada doble. De existir algún saldo anterior explicarlo y cobrarlo directamente, no cargarlo en forma unilateral a mi cuenta corriente."
532124,"Tengo contratado un seguro de vida con cuenta de ahorro con beneficio tributario 57 Bice, desde mayo del 2013. Este año me encuentro cesante y quise hacer retiro total de mi capital ahorrado, pero en la compañía solo me permitieron hacer un retiro parcial. En este momento no necesito cargos  ni retenciones, ya que no puedo seguir pagando el seguro y menos ahorrando.
Quise apelar para poder hacer el retiro total del dinero que tengo ahorrado, ya que lo necesito para pagar las deudas que tengo en estos momentos, pero me negaron el retiro total y por parte de ellos me recomendaron dirigirme a la Superintendencia de valores y seguros para hacer esta apelación.
Adjunto la carta de apelación que entregué a la compañía y la respuesta que ellos me entregaron, también adjunto el artículo 6 que ellos hacen mención.
","Quisiera que me ayudarán a resolver este tema, para poder hacer el retiro total de mi dinero ahorrado en el 57 Bice de la compañía Bice Vida."
642058,"Con fecha 21/12/2012 contraté el Súper Seguro Alivio Familar de Santander-Zurich, que es un seguro catastrófico de salud, para mí y mi esposo, ambos de 50 años en ese entonces. Desde el primer día inscribí los pagos en PAC ( Pago automático a cuenta corriente). Todos los meses se me cobraban 0.85 UF. El último pago me fue cobrado el día 6/9/2016.

Hace tres días atrás, me llegó una carta de ZURICH – Santander Seguros que mi poliza no será renovada para el próximo periodo. No se ofrece ninguna explicación de la razón de esa decisión. (Se me propone tomar “otro seguro” las condiciones del cual no me conforman.)

Cabe mencionar que nunca he hecho uso del seguro; tampoco he tenido algún tipo de comunicación con los ejecutivos del seguro desde su contratación en el año 2012.
Recuerdo bien que al contratar el seguro hice la siguiente pregunta a la ejecutiva que me atendió: ¿En que causales el seguro podría no ser renovado por la aseguradora? A lo que ella me respondió: “Solo cuando usted llegue a la edad límite ( 99 años!!!..ojala yo llegue a esa edad), ó no paga su prima mensual.” (ó no ha declarado alguna preexistencia, lo que no es el caso)

 Por lo cual me aseguré poner el pago de la prima en PAC y nunca olvidarme de pagar.

Disculpen si soy ignorante;  Soy extranjera en este país y todavía no logro entender como funcionan todas las instituciones…Pero tengo la siguiente pregunta: ¿Cuál es la seguridad que te da un “seguro” de salud que un día X queda nulo? ..Y solamente por decisión unilateral de la aseguradora que no te desea asegurar más. …¿No se supone que uno hace una inversión para el futuro cuando alguna enfermedad lo sorprende poco preparado para enfrentarla? 

Sería lo correcto que la poliza diga: Vigencia hasta 54 años de edad (Actualmente dice: Hasta 99 años de edad). Yo, personalmente, no lo habría contratado con esa condición. Creo que acá hay incumplimiento de las condiciones anunciadas.


","Si Zurich-Santander, por sus propias razones, no me quiere asegurar más, creo que sería lo correcto que me devuelva el dinero invertido, equivalente a 38.25 UF ( $1.003.068 aproximados,  a la fecha de hoy) (Pueden afinar el valor según sus registros)"
782668,"Por la presente, vengo a solicitar, se le pida a la compañía de seguros Sura, corregir su error, en la determinación de la pérdida de un siniestro de transporte terrestre.-

Esta solicitud se hace en base a que la póliza fue contratada sin deducible general, los únicos deducibles pactados y  aceptados, fueron por robo y por antigüedad de los medios transportadores. 

Ahora el liquidador, pretende aplicar un deducible disfrazado bajo otro nombre, descuento que no fue pactado y claramente  no corresponde a lo contratado.-

No existe en la póliza contratada,  ni en las condiciones recibidas por  la compañía mención alguna sobre este supuesto "" Recupero Teórico"" al que hace referencia el liquidador.-

Creo que el trabajo del liquidador es liquidar un siniestro en base a las condiciones existentes y establecidas en póliza y no la de interpretar, ni incluir  alguna condición inexistente y que claramente nos perjudica.-

","Solicito se oficie a la caompañía y al liquidador, que corrijan el informe de liquidación y dejen fuera erste recupero teorico, que pretenden rebajar de la indemnización.-"
507434,"Afines de Marzo quede cesante y en abril intente cobrar el seguro para el pago de tarjeta de crédito que mantengo con el Bco Santander. Primero solo se solicito el finiquito ratificado, lo cual remití. Luego de realizar un reclamo por no pago del seguro, me envían carta solicitando el estado de cuenta de marzo. Envíe por mail tal información el 27/05/2015, además llame para corroborar que no pasara lo mismo que con el finiquit, ya que tuve problemas con el mail y debí realizar la gestión 2 veces a través de valija. No supieron darme información culpando de la demora al banco. Fui al Banco Santander y mande por valija el 02/06/2015 n°XX los Estados de Cuentas que se pagan en marzo hasta mayo por si solicitaban los otros Estados de Cuentas. Se me envía otro correo solicitando el Estado de Cuenta que he remitido ya 2 veces. 
","Qué se pagen el seguro de una buena vez. Tienen comunicación con el Banco Santander y Santander Seguros, no veo la necesidad de dilatar más el pago, ya que me están aumentando los intereses de la tarjeta de crédito y sigo cesante. No tengo dinero estoy solo a la espera del seguro. "
533314,Parte de los Estados Financieros a Junio del 2015 se encuentran incompletos. Debido a un error de formato no se pueden divisar distintos resultados de la compañía.,Por favor subir la información completa
516437,"Estimados:
A través del presente quiero denunciar la pésima atención recibida por parte del liquidador de seguros Magallanes, el cual me asignaron señor XX. Han pasado 45 días de haber declarado el siniestro y aún no está reparado el vehículo  me contacte directamente con el taller en donde lo están reparando y me citan para entregarme el vehículo encontrándome con la desagradable sorpresa que aún no estaba terminado y no había enviado la orden de reparación asociada al siniestro. Por otra parte, producto del choque el vehículo presenta problemas en los sistemas de alarma, cierre centralizado, neblineros y el motor se detiene ,todos estos  NO los incluyó en la reparación y tampoco lo van a reparar, he dejado reclamos en la compañía, he enviado mails al liquidador y no me dan solución alguna.  
",Que se reparen los sistemas descritos ya que es como atentar contra la vida de las personas.
401416,"Soy accionista de Inmobiliaria Hippocampus Viña del Mar S.A., perteneciente a un fondo llamado Toesca.
Recibí los estados financieros auditados de la compañía y necesito se me aclare en el punto de las contingencias judiciales el cómo determinan un valor de $ 10.000.000 entre ingresos y egresos por conceptos judiciales.

Me parece que la explicación no esta detallada y la necesito en forma urgente.","Que me envíen el detalle del cómo llegan a esa cifra, formalmente. Hippocampus o la empresa de auditoria del periodo."
327404,"Me enteré por la prensa que la entidad aludida ha sido suspendida para efectuar transacciones debido a que se ha excedido en sus condiciones de patrimonio, liquidez y solvencia.

No es posible efectuar ningún tipo de transacciones vía su página web ya que son canceladas en el acto.



","Frente a esta situación deseo que ellos me entreguen lo antes posible los títulos que poseo en dicha entidad.

Cual es el procedimiento a seguir en estas situaciones ya que al tratar de comunicarme con la entidad para conocerlo no contestan los teléfonos ni los correos.

Gracias"
490812,"Estimados:
 Hace 3 Semanas quise cerrar una cuenta que tengo con la tarjeta Cencosud, pero en el momento del cierre me señalan que tengo un seguro asociado a la cuenta, del cual nunca supe que tenia contratado. Porque en la cuenta nunca salio como un seguro sino como MSI cuotas. 

  Hice el Reclamo vía telefónica, en la cual me enviaron una póliza y en la cual en vez de estar firmado por mi, viene con huella digitalizadas en todos los lugares donde dice firma. Aparte este seguro esta con fecha de inicio el mismo día en que yo realice una repactación de mi cuenta hace mas de un año.

  Acudí a la tienda, señalándome que harían un requerimiento de la devolución de todas las primas ya canceladas, luego me comunico vía telefónica para saber el estado y me señalan que solo se cancelaran como atención a clientes $32164 porque no me corresponde la devolución de todas las primas que son 14 cuotas de $5400 aprox.
",  Quiero la devolución de todas las primas ya canceladas a partir de febrero del 2014.-  Ademas de indenmizacion por contratar seguros sin mi consentimiento.-
354661,Amplia información. He solicitado al Gerente General de Elecmetal atn Sr. XX que retire la carta enviada a SVS con fecha 20/11/2013 por reclamo NºXX,Dar curso al Traspaso de Acciones
497951,"Durante el mes de Abril, cambie un seguro que tenia de un vehículo, para tomar una promoción que tenían para adquirir un teléfono iphone 6, cuando hice el cambio la ejecutiva me menciono que no me podría cargar la promoción ya que mi tarjeta no tenia cupo, pero lo que ella podía hacer era de todos modos hacer el cambio del seguro y cuando yo pagara esta le avisara y me enviaba el cupón de la promoción (nunca me menciono que la promoción era hasta el 30/04/2015) los primeros días de mayo le envié un correo mencionando que la tarjeta se encontraba pagada y la ejecutiva me dijo que ya la promoción no estaba vigente por lo cual ya no podía acceder al teléfono.
le solicite una solución al tema y me menciono que consultaría si es que se podía hacer algo, luego de unos días la llame y me comento que aun no había recibido respuesta, yo le consulte si podía entrar en la promoción del mes de mayo ( con un teléfono Samsung S6 y me dijo que si que se podía, yo le consulte si esto eran en las mismas condiciones que ya había tomado el seguro durante el mes de abril y me menciono que sí, yo le dije que de todos modos prefería esperar la respuesta si se podía hacer aun con el celular Iphone 6 para no tener que hacer todo el tramite nuevamente. Luego de unos días la volví a llamar (nunca me respondía correo) y le mencione que haría lo del teléfono Samsung S6, cuando me llamo nuevamente me dijo que las condiciones para estas oferta cambiaban, mi seguro subía de valor. La verdad es que esta situación me tiene sobrepasada ya que desde un principio no se me dio solución, y la ejecutiva de ventas nunca me entrego de manera clara la información, incluso omitió información para poder hacer la venta. Solicito favor se me respete la oferta.
Llame tres veces durante el mes de mayo solicitando solución, las tres veces me quedaron de llamar y hasta la fecha aun no ocurre nada.
",Solicito que se me respete promoción del mes de Abril IPhone 6.
280557,"Abrí una cuenta de Ahorro en el Banco Edwards hace varios años. En ese momento, el monto mínimo para abrirla era de $10.000 chilenos. En estos años he ingresado montos pequeños a la cuenta, llegando alrededor de los $50.000 pesos chilenos. El problema es que el 2012 me hicieron cobros trimestrales de alrededor de $10.000 por tener saldo inferior al mínimo. Recurrí a una sucursal y no me solucionaron el problema y al contactarme con mi ejecutiva me dijo que el dinero no sería reembolsado. En Enero 2013 me hicieron un quinto cargo dejando la cuenta en $0. Nunca me notificaron del cambio en el contrato y la respuesta que obtuve es que la carta se puede haber perdido y que ella no puede hacer nada.","Recibir el reembolso total de los cargos, además de los intereses que ese dinero hubiera generado en los períodos correspondientes."
